date,id,apply_amt,redeem_amt,net_in_amt,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket,during_days,total_net_value,yield
2022-11-15,131,-0.3603627,-0.33067936,-0.13877273,-0.2978015,-0.4694646,-0.36954296,-0.1115665,-0.2860208,-0.20146766,2.1565444,-1.0165203
2022-11-16,131,-0.35709077,-0.32733792,-0.13778436,-0.29779714,-0.46958226,-0.36826873,-0.111560985,-0.28601784,-0.20146403,2.156453,-1.04443
2022-11-17,131,-0.3647427,-0.33016795,-0.14422928,-0.29787266,-0.47220558,-0.3695196,-0.1116748,-0.2860849,-0.20155293,2.1557305,-1.1342324
2022-11-18,131,-0.36241096,-0.31773767,-0.15168425,-0.29787332,-0.47003293,-0.369004,-0.11167252,-0.2860857,-0.2015534,2.1558132,-1.1110413
2022-11-21,131,-0.35196784,-0.30640993,-0.14905916,-0.2978612,-0.4515326,-0.3582003,-0.11165051,-0.28607127,-0.2015345,2.1560712,-1.1477829
2022-11-22,131,-0.36213246,-0.3272683,-0.14359845,-0.2978475,-0.47008204,-0.36770087,-0.11163084,-0.28605947,-0.20151977,2.1559796,-1.0725049
2022-11-23,131,-0.36415812,-0.3303736,-0.14342043,-0.29786488,-0.47110796,-0.3697235,-0.111690804,-0.28608462,-0.20156078,2.1554413,-1.0767957
2022-11-10,132,0.40426248,1.2617236,-0.56737673,0.7783889,0.6079197,2.3271704,-0.11042449,-0.2860173,-0.5461036,1.2384356,-1.0746771
2022-11-11,132,0.4995095,1.3357556,-0.51985425,0.7467428,0.56987745,2.3052652,-0.11025599,-0.28602135,-0.5461035,1.238337,-1.1055399
2022-11-14,132,0.40967354,1.5624734,-0.80538315,1.0635875,0.9266966,2.688815,-0.11009872,-0.28601533,-0.5461015,1.2386962,-1.0574185
2022-11-15,132,0.4716417,1.4541357,-0.6474319,0.75985605,0.59571904,2.2937143,-0.110288486,-0.2860208,-0.54610366,1.2382959,-1.0165203
2022-11-16,132,0.29696155,1.7954481,-1.1218486,0.7583476,0.5770298,2.3413084,-0.11036241,-0.28601784,-0.5461029,1.2381839,-1.04443
2022-11-17,132,0.6236146,0.92563295,-0.046816718,0.77499735,0.59629047,2.400207,-0.11047664,-0.2860849,-0.54610276,1.238056,-1.1342324
2022-11-18,132,0.4886365,1.0026363,-0.26183465,0.88113934,0.7206692,2.5153837,-0.1103203,-0.2860857,-0.5461045,1.2380607,-1.1110413
2022-11-21,132,0.7174029,0.7087309,0.23523796,1.0664077,0.9675835,2.7141109,-0.11009079,-0.28607127,-0.5461038,1.2385349,-1.1477829
2022-11-22,132,0.63399917,1.0503613,-0.13629109,0.7099886,0.5523664,2.2925854,-0.110378474,-0.28605947,-0.54610115,1.2379775,-1.0725049
2022-11-23,132,0.5005295,1.6464847,-0.7710339,0.72885174,0.55997276,2.2946951,-0.11044866,-0.28608462,-0.54607755,1.2375797,-1.0767957
2022-11-10,133,-0.25146306,-0.25698596,-0.07553813,-0.09082943,-0.31588113,0.09629311,-0.11130357,-0.2860173,-0.5461036,1.2420136,-1.0746771
2022-11-11,133,-0.23447579,-0.25206223,-0.060346585,-0.094400644,-0.32175887,0.097423896,-0.11130917,-0.28602135,-0.5461035,1.2418588,-1.1055399
2022-11-14,133,-0.24218321,-0.23873818,-0.0798634,-0.038886588,-0.25987762,0.17576693,-0.11126405,-0.28601533,-0.5461015,1.2422429,-1.0574185
2022-11-15,133,-0.24627683,-0.25911406,-0.0679557,-0.09377213,-0.31507987,0.095012754,-0.11130676,-0.2860208,-0.54610366,1.2417495,-1.0165203
2022-11-16,133,-0.26151454,-0.24003804,-0.10065362,-0.091228455,-0.31805605,0.102909714,-0.11133453,-0.28601784,-0.5461029,1.2417263,-1.04443
2022-11-17,133,-0.21699825,-0.27736062,-0.020154957,-0.08740875,-0.31566668,0.113168895,-0.11142713,-0.2860849,-0.54610276,1.2416117,-1.1342324
2022-11-18,133,-0.23044682,-0.26535088,-0.045098986,-0.073151276,-0.2971778,0.13361128,-0.111416504,-0.2860857,-0.5461045,1.2415898,-1.1110413
2022-11-21,133,-0.20010433,-0.265236,-0.010887664,-0.039142277,-0.25199446,0.1798036,-0.111342624,-0.28607127,-0.5461038,1.2420005,-1.1477829
2022-11-22,133,-0.21850678,-0.2779465,-0.021348726,-0.09711933,-0.31940988,0.09643994,-0.1113835,-0.28605947,-0.54610115,1.2414366,-1.0725049
2022-11-23,133,-0.23389071,-0.24180439,-0.06812197,-0.09523736,-0.32066444,0.09562274,-0.111475825,-0.28608462,-0.54607755,1.2411038,-1.0767957
2022-11-10,134,-0.42341363,0.165015,-0.61237013,-0.20507273,-0.20637345,-0.40111506,-0.111497894,-0.2880789,0.37293798,1.2166423,-1.0746771
2022-11-11,134,-0.3812018,-0.033175405,-0.40380713,-0.21429259,-0.24687973,-0.40140325,-0.11149606,-0.2866604,0.37292308,1.2166091,-1.1055399
2022-11-14,134,-0.25989845,0.46738073,-0.67304415,-0.15838127,0.027723636,-0.38811654,-0.111453414,-0.26924795,0.37293944,1.2167226,-1.0574185
2022-11-15,134,-0.36672014,-0.30472934,-0.16701996,-0.2227341,-0.22754234,-0.40866473,-0.11150983,-0.27624902,0.37292567,1.2166119,-1.0165203
2022-11-16,134,-0.3650205,-0.13766178,-0.3007064,-0.2087084,-0.2470851,-0.4001394,-0.111518055,-0.28047752,0.37293404,1.2163963,-1.04443
2022-11-17,134,-0.43212724,0.255917,-0.6960993,-0.19902195,-0.23357978,-0.39584327,-0.11161181,-0.29336053,0.37269676,1.2162927,-1.1342324
2022-11-18,134,-0.35582855,0.15592282,-0.52872187,-0.18556401,-0.12582996,-0.39361128,-0.111578345,-0.27316934,0.37269834,1.2162673,-1.1110413
2022-11-21,134,-0.23737973,0.34776706,-0.55058664,-0.15595014,0.059004672,-0.3879168,-0.11152004,-0.2626216,0.3727476,1.2165655,-1.1477829
2022-11-22,134,-0.34468895,-0.19433779,-0.23178989,-0.2203683,-0.2956329,-0.4046129,-0.1116032,-0.28663525,0.3727826,1.2162968,-1.0725049
2022-11-23,134,-0.42290127,-0.0065610968,-0.47263718,-0.21463335,-0.29523277,-0.40045467,-0.111638784,-0.29232037,0.37263367,1.21581,-1.0767957
2022-11-10,135,-0.2534917,-0.3468272,-0.0049052313,-0.29514503,-0.46070582,-0.4467361,-0.11154649,-0.27955544,0.37293798,1.2202985,-1.0746771
2022-11-11,135,-0.3418213,-0.3470446,-0.10453969,-0.29582116,-0.49819988,-0.447132,-0.111560285,-0.28146157,0.37292308,1.2202872,-1.1055399
2022-11-14,135,-0.17528811,-0.34632862,0.08305462,-0.29447228,-0.45662367,-0.44668287,-0.11154097,-0.27936545,0.37293944,1.2204219,-1.0574185
2022-11-15,135,-0.40281266,-0.3468588,-0.17360449,-0.2957685,-0.5090106,-0.44698253,-0.11155909,-0.28437865,0.37292567,1.2202429,-1.0165203
2022-11-16,135,-0.3274802,-0.34713387,-0.08825837,-0.29555422,-0.49181664,-0.44700295,-0.11155191,-0.2828923,0.37293404,1.2200973,-1.04443
2022-11-17,135,-0.2458896,-0.34749025,0.004125219,-0.29538095,-0.4610775,-0.44674492,-0.11166242,-0.27775538,0.37269676,1.219916,-1.1342324
2022-11-18,135,-0.2977292,-0.34609815,-0.05557892,-0.2955371,-0.48517007,-0.44690412,-0.11166555,-0.27940285,0.37269834,1.2199212,-1.1110413
2022-11-21,135,-0.20259951,-0.34619036,0.052004505,-0.29522097,-0.46014363,-0.44694927,-0.11163655,-0.2798613,0.3727476,1.2202479,-1.1477829
2022-11-22,135,-0.36425593,-0.34788805,-0.12926057,-0.29601663,-0.4938814,-0.44708005,-0.11162521,-0.28268713,0.3727826,1.2199129,-1.0725049
2022-11-23,135,-0.2926552,-0.34781057,-0.048474472,-0.29564038,-0.48513532,-0.44711423,-0.11167981,-0.2818253,0.37263367,1.2195333,-1.0767957
2022-11-10,136,-0.24330068,-0.22996843,-0.08824575,-0.2978236,-0.51452595,-0.44831723,-0.11156206,-0.2860173,-0.46568745,1.2013592,-1.0746771
2022-11-11,136,-0.2658529,-0.25323364,-0.09484923,-0.29782745,-0.51452637,-0.4483186,-0.11156902,-0.28602135,-0.46568865,1.201338,-1.1055399
2022-11-14,136,-0.2009511,-0.18925488,-0.07344076,-0.2978216,-0.51452386,-0.44831514,-0.111560255,-0.28601533,-0.46568537,1.2014364,-1.0574185
2022-11-15,136,-0.26202914,-0.20920318,-0.12626767,-0.29782692,-0.5145264,-0.44831857,-0.1115679,-0.2860208,-0.4656886,1.2012639,-1.0165203
2022-11-16,136,-0.24762425,-0.23695987,-0.087457374,-0.29782408,-0.51452535,-0.44831693,-0.11156353,-0.28601784,-0.4656871,1.2012517,-1.04443
2022-11-17,136,-0.2529382,-0.26143903,-0.07368779,-0.2978881,-0.51453346,-0.44834208,-0.11167565,-0.2860849,-0.46570778,1.2008868,-1.1342324
2022-11-18,136,-0.25437683,-0.22606394,-0.10402748,-0.2978889,-0.514535,-0.44834346,-0.11167583,-0.2860857,-0.4657092,1.2009628,-1.1110413
2022-11-21,136,-0.20884311,-0.19618861,-0.07680823,-0.2978751,-0.5145326,-0.4483376,-0.111652136,-0.28607127,-0.4657042,1.2011296,-1.1477829
2022-11-22,136,-0.26443747,-0.26097846,-0.08701959,-0.29786375,-0.514529,-0.44833153,-0.11163424,-0.28605947,-0.46569884,1.2009518,-1.0725049
2022-11-23,136,-0.24321163,-0.2675716,-0.057738256,-0.29788667,-0.5145112,-0.4483262,-0.111692145,-0.28608462,-0.46569026,1.2006735,-1.0767957
2022-11-10,137,-0.045919593,-0.171536,0.087347776,-0.29772437,-0.19598538,-0.19490594,-0.111512125,-0.2860173,0.48781812,1.2416393,-1.0746771
2022-11-11,137,-0.09232721,-0.24633884,0.09562342,-0.29773,-0.2186487,-0.20078802,-0.11153275,-0.28602135,0.48780137,1.2415053,-1.1055399
2022-11-14,137,0.09698333,-0.07690522,0.17200425,-0.29770324,-0.08482905,-0.16014865,-0.11150628,-0.28601533,0.48781955,1.2418622,-1.0574185
2022-11-15,137,0.016205257,-0.20623377,0.1857031,-0.29772088,-0.21362758,-0.19953853,-0.11153175,-0.2860208,0.48780432,1.2416302,-1.0165203
2022-11-16,137,0.0016276501,-0.20272619,0.16638812,-0.29771668,-0.19274877,-0.18947151,-0.11152835,-0.28601784,0.48781365,1.241664,-1.04443
2022-11-17,137,-0.09063436,-0.19998212,0.059816476,-0.29779178,-0.21341443,-0.19248976,-0.11162841,-0.2860849,0.48754668,1.2408803,-1.1342324
2022-11-18,137,-0.038832184,-0.24970144,0.15870634,-0.29778957,-0.18089816,-0.18448704,-0.11163446,-0.2860857,0.48754865,1.2409889,-1.1110413
2022-11-21,137,0.056418523,-0.084553435,0.13229932,-0.29774275,-0.098349124,-0.16504931,-0.11160289,-0.28607127,0.487604,1.2411191,-1.1477829
2022-11-22,137,-0.056989234,-0.23243952,0.12421377,-0.29776815,-0.2334061,-0.20182654,-0.11160618,-0.28605947,0.48764303,1.2411425,-1.0725049
2022-11-23,137,-0.055325177,-0.20691493,0.10532168,-0.2977928,-0.20711076,-0.19672202,-0.11166017,-0.28608462,0.48747256,1.2408987,-1.0767957
2022-11-10,138,-0.15718159,-0.33466715,0.09404647,-0.29780185,-0.369219,-0.41090685,-0.11155656,-0.28147793,0.48781812,1.7124821,-1.0746771
2022-11-11,138,-0.18929821,-0.34354284,0.06495598,-0.29780918,-0.3870601,-0.41320089,-0.11156118,-0.28212595,0.48780137,1.7123789,-1.1055399
2022-11-14,138,-0.16318926,-0.32855383,0.082297295,-0.2977921,-0.36732334,-0.40325975,-0.11154321,-0.2826679,0.48781955,1.7126895,-1.0574185
2022-11-15,138,-0.18058908,-0.33110872,0.06470461,-0.29780966,-0.35142007,-0.4098675,-0.111567944,-0.28382972,0.48780432,1.7124761,-1.0165203
2022-11-16,138,-0.1315056,-0.34182668,0.12886824,-0.29780376,-0.34633,-0.40706176,-0.11153251,-0.28135997,0.48781365,1.7125149,-1.04443
2022-11-17,138,-0.17978986,-0.34073508,0.073329,-0.29786307,-0.3995281,-0.40932047,-0.11167404,-0.2805708,0.48754668,1.7116042,-1.1342324
2022-11-18,138,-0.15230507,-0.3356229,0.100235015,-0.29786712,-0.38143638,-0.41004762,-0.11165775,-0.28018764,0.48754865,1.7117406,-1.1110413
2022-11-21,138,-0.17982155,-0.3239037,0.059651326,-0.29785246,-0.38932213,-0.405718,-0.11162728,-0.28155607,0.487604,1.7118739,-1.1477829
2022-11-22,138,-0.17676476,-0.34330922,0.07887181,-0.2978465,-0.36998862,-0.41090065,-0.11162725,-0.28199863,0.48764303,1.7119191,-1.0725049
2022-11-23,138,-0.15354288,-0.34482476,0.106286936,-0.29786688,-0.36494333,-0.40729573,-0.11166568,-0.28159198,0.48747256,1.7116264,-1.0767957
2022-11-10,14,-0.39619523,-0.33043426,-0.17945434,-0.2978236,-0.51452595,-0.44831723,-0.11156206,-0.2860173,-0.5461036,2.3155882,-1.0746771
2022-11-11,14,-0.39654294,-0.33122948,-0.17920774,-0.29782745,-0.51452637,-0.4483186,-0.11156902,-0.28602135,-0.5461035,2.3094923,-1.1055399
2022-11-14,14,-0.39485368,-0.32737958,-0.18041687,-0.2978216,-0.51452386,-0.44831514,-0.111560255,-0.28601533,-0.5461015,2.3184996,-1.0574185
2022-11-15,14,-0.39617434,-0.34125286,-0.17065421,-0.29782692,-0.5145264,-0.44831857,-0.1115679,-0.2860208,-0.54610366,2.312039,-1.0165203
2022-11-16,14,-0.39633077,-0.33617955,-0.17494532,-0.29782408,-0.51452535,-0.44831693,-0.11156353,-0.28601784,-0.5461029,2.3189442,-1.04443
2022-11-17,14,-0.3964997,-0.33628112,-0.1751499,-0.2978881,-0.51453346,-0.44834208,-0.11167565,-0.2860849,-0.54610276,2.3133235,-1.1342324
2022-11-18,14,-0.39601886,-0.3292229,-0.18033567,-0.2978889,-0.514535,-0.44834346,-0.11167583,-0.2860857,-0.5461045,2.3128417,-1.1110413
2022-11-21,14,-0.39519238,-0.33596635,-0.17390795,-0.2978751,-0.5145326,-0.4483376,-0.111652136,-0.28607127,-0.5461038,2.313243,-1.1477829
2022-11-22,14,-0.39703518,-0.3294733,-0.1812457,-0.29786375,-0.514529,-0.44833153,-0.11163424,-0.28605947,-0.54610115,2.3123503,-1.0725049
2022-11-23,14,-0.39638615,-0.34368202,-0.16903272,-0.29788667,-0.5145112,-0.4483262,-0.111692145,-0.28608462,-0.54607755,2.3136814,-1.0767957
2022-11-10,140,-0.39251238,-0.007297192,-0.43758672,-0.21548349,-0.35543203,-0.41341895,-0.11149901,-0.28641933,0.48781812,1.212872,-1.0746771
2022-11-11,140,-0.38986674,-0.21533221,-0.26573923,-0.22782066,-0.3852588,-0.4160979,-0.11152834,-0.28954303,0.48780137,1.2127416,-1.1055399
2022-11-14,140,-0.3801877,0.24488409,-0.6283579,-0.17851226,-0.25696626,-0.4075049,-0.111460835,-0.27444005,0.48781955,1.2130145,-1.0574185
2022-11-15,140,-0.39167538,-0.050129753,-0.40187836,-0.21988279,-0.35584697,-0.4133562,-0.111535475,-0.28153297,0.48780432,1.212642,-1.0165203
2022-11-16,140,-0.38607466,-0.089018404,-0.36398005,-0.21369028,-0.35078198,-0.41180867,-0.11148088,-0.28429335,0.48781365,1.2126411,-1.04443
2022-11-17,140,-0.39082277,-0.028194714,-0.4188124,-0.21676737,-0.369605,-0.41233134,-0.111622036,-0.28933907,0.48754668,1.2124703,-1.1342324
2022-11-18,140,-0.38869578,-0.087412685,-0.36834106,-0.20829868,-0.32241514,-0.41123164,-0.11161825,-0.28364632,0.48754865,1.2124509,-1.1110413
2022-11-21,140,-0.37965128,0.28782582,-0.66268635,-0.18158837,-0.25647292,-0.40733165,-0.1115696,-0.27516153,0.487604,1.2127472,-1.1477829
2022-11-22,140,-0.3863595,-0.09031871,-0.36330742,-0.22524431,-0.38302392,-0.4135392,-0.11158936,-0.28871867,0.48764303,1.2124885,-1.0725049
2022-11-23,140,-0.38524306,-0.10322788,-0.3516211,-0.2205973,-0.3759069,-0.41410887,-0.11162388,-0.292398,0.48747256,1.2120136,-1.0767957
2022-11-10,141,-0.39145136,-0.34692097,-0.16071177,-0.29551,-0.5147628,-0.44642448,-0.11153823,-0.28159356,0.48781812,1.2163408,-1.0720558
2022-11-11,141,-0.39045265,-0.34707445,-0.15946466,-0.2962923,-0.50053805,-0.447064,-0.111567706,-0.2843512,0.48780137,1.2162676,-1.0989105
2022-11-14,141,-0.39346576,-0.3468713,-0.16302696,-0.2954494,-0.5108235,-0.44645292,-0.11154744,-0.28441432,0.48781955,1.2165762,-1.062625
2022-11-15,141,-0.39849362,-0.34687465,-0.16871145,-0.29655713,-0.511831,-0.44714215,-0.11156759,-0.28630987,0.48780432,1.2162373,-1.0197061
2022-11-16,141,-0.36683583,-0.34687525,-0.13293678,-0.29548448,-0.4730217,-0.4464379,-0.111558855,-0.27913898,0.48781365,1.2161925,-1.0458703
2022-11-17,141,-0.39402872,-0.34704638,-0.16361958,-0.29576987,-0.5194236,-0.44658428,-0.11165246,-0.28178746,0.48754668,1.2159606,-1.1312977
2022-11-18,141,-0.37952185,-0.34704918,-0.14722568,-0.29584926,-0.4924339,-0.44665235,-0.111668766,-0.28096464,0.48754865,1.2160106,-1.115509
2022-11-21,141,-0.3782676,-0.34690505,-0.14590529,-0.2953839,-0.49740255,-0.44636047,-0.11163603,-0.28006035,0.487604,1.2162749,-1.1544269
2022-11-22,141,-0.38435802,-0.34697497,-0.15271531,-0.29611185,-0.50031924,-0.44686952,-0.11162399,-0.28157434,0.48764303,1.2159985,-1.0671655
2022-11-23,141,-0.37307274,-0.34695536,-0.14003359,-0.29561934,-0.48117006,-0.44654125,-0.11168651,-0.28046647,0.48747256,1.2155534,-1.0742104
2022-11-10,142,-0.19637871,-0.3469075,0.059692737,-0.19023249,0.18041748,-0.40902734,-0.111512676,-0.2708432,0.14317757,1.2094456,-1.0746771
2022-11-11,142,-0.29473853,-0.3454836,-0.05260719,-0.19939065,-0.057413694,-0.41195792,-0.11151016,-0.275132,0.14316645,1.2094375,-1.1055399
2022-11-14,142,-0.098480284,-0.34644383,0.16993439,-0.15566103,0.37498346,-0.40281224,-0.111487,-0.2748011,0.14317921,1.2094864,-1.0574185
2022-11-15,142,-0.26434267,-0.34680226,-0.017191153,-0.20828885,-0.041678045,-0.41305587,-0.1115025,-0.27456453,0.14316835,1.2093697,-1.0165203
2022-11-16,142,-0.20520228,-0.3468116,0.04964362,-0.1953327,0.00649463,-0.4086399,-0.11149585,-0.2785442,0.14317481,1.2092389,-1.04443
2022-11-17,142,-0.17737728,-0.3468482,0.08101706,-0.190576,0.19232737,-0.40903777,-0.11162831,-0.2700374,0.14299689,1.2090745,-1.1342324
2022-11-18,142,-0.22081864,-0.34551612,0.03085101,-0.19452626,0.13402492,-0.409853,-0.11160378,-0.27061632,0.14299762,1.2090812,-1.1110413
2022-11-21,142,0.017242957,-0.34623227,0.30044162,-0.16489331,0.5119479,-0.40458748,-0.11156984,-0.2650911,0.14303477,1.2093796,-1.1477829
2022-11-22,142,-0.27145505,-0.347465,-0.024746846,-0.20804891,-0.030050617,-0.41231138,-0.111579865,-0.27558574,0.14306164,1.2090234,-1.0725049
2022-11-23,142,-0.1553112,-0.3465379,0.10567944,-0.19007829,0.063412465,-0.40893626,-0.11161575,-0.27754393,0.14295591,1.2086743,-1.0767957
2022-11-10,143,-0.35706306,-0.34710085,-0.12170988,-0.29270345,-0.4194296,-0.44574744,-0.11151475,-0.27896464,-0.20146301,1.19467,-1.0746771
2022-11-11,143,-0.36399177,-0.34708187,-0.12956017,-0.29355112,-0.4394085,-0.44616112,-0.111549675,-0.27984554,-0.2014685,1.1945357,-1.1055399
2022-11-14,143,-0.34542334,-0.34683967,-0.10876882,-0.29146302,-0.40668845,-0.44569635,-0.11152354,-0.28019366,-0.20146114,1.1947988,-1.0574185
2022-11-15,143,-0.36135894,-0.34710136,-0.12656847,-0.29286936,-0.40279478,-0.44555324,-0.111549675,-0.28286815,-0.20146766,1.1951618,-1.0165203
2022-11-16,143,-0.35322022,-0.34679294,-0.11761917,-0.29234803,-0.4209404,-0.44540876,-0.111534774,-0.27896863,-0.20146403,1.1949358,-1.04443
2022-11-17,143,-0.3662603,-0.3470378,-0.13225059,-0.29335028,-0.440296,-0.44621235,-0.11163688,-0.27723092,-0.20155293,1.193764,-1.1342324
2022-11-18,143,-0.36328167,-0.3469082,-0.12899011,-0.29326203,-0.43754086,-0.4462142,-0.11165407,-0.2767888,-0.2015534,1.1940076,-1.1110413
2022-11-21,143,-0.3577889,-0.34690014,-0.1227701,-0.2926248,-0.429509,-0.44619948,-0.11162141,-0.2780703,-0.2015345,1.1937444,-1.1477829
2022-11-22,143,-0.36557865,-0.34700263,-0.13147382,-0.2933453,-0.42605796,-0.44594097,-0.1116074,-0.27937704,-0.20151977,1.1943982,-1.0725049
2022-11-23,143,-0.3543744,-0.347149,-0.1187489,-0.29274538,-0.42898807,-0.44570637,-0.11166395,-0.27858198,-0.20156078,1.1940807,-1.0767957
2022-11-10,144,-0.3990752,-0.3470528,-0.16921903,-0.29722947,-0.51201105,-0.4467845,-0.11154872,-0.28333575,-0.20146301,1.190176,-1.0691442
2022-11-11,144,-0.39633337,-0.3472036,-0.16600457,-0.29728845,-0.51255167,-0.44678205,-0.11154896,-0.28332567,-0.2014685,1.190094,-1.0992674
2022-11-14,144,-0.39725083,-0.34715128,-0.1670765,-0.2971442,-0.50954497,-0.44696414,-0.11151411,-0.2844952,-0.20146114,1.190296,-1.0596493
2022-11-15,144,-0.39813548,-0.34727335,-0.1679832,-0.2974811,-0.51415706,-0.44710195,-0.11156817,-0.28555202,-0.20146766,1.1898053,-1.0146474
2022-11-16,144,-0.39225715,-0.34674484,-0.16176654,-0.29711384,-0.51161754,-0.44628465,-0.111531556,-0.28073227,-0.20146403,1.1900228,-1.0514073
2022-11-17,144,-0.3997739,-0.34724057,-0.16995351,-0.29732215,-0.51202154,-0.4469236,-0.11166185,-0.28261358,-0.20155293,1.1899712,-1.1375755
2022-11-18,144,-0.39508566,-0.34695122,-0.16489097,-0.29720882,-0.5116159,-0.4463921,-0.11164132,-0.2809075,-0.2015534,1.1897699,-1.1010811
2022-11-21,144,-0.39543238,-0.3469673,-0.16524951,-0.29724005,-0.51009494,-0.44679502,-0.111605555,-0.2815575,-0.2015345,1.1902083,-1.1439573
2022-11-22,144,-0.3969169,-0.34723037,-0.16669847,-0.2974073,-0.5135557,-0.4467847,-0.111630395,-0.2823838,-0.20151977,1.1897718,-1.0745453
2022-11-23,144,-0.3931231,-0.346965,-0.16268097,-0.29718903,-0.51111466,-0.44645193,-0.11165613,-0.2812313,-0.20156078,1.1895244,-1.0838251
2022-11-10,145,0.017996669,1.0561492,-0.8369571,-0.29718167,-0.043893296,0.8132055,-0.11141586,-0.2860173,-0.5461036,1.2172284,-1.0746771
2022-11-11,145,-0.18950564,1.0217954,-1.0435376,-0.29719937,-0.06353177,0.813297,-0.11145288,-0.28602135,-0.5461035,1.217113,-1.1055399
2022-11-14,145,0.088901415,1.3302258,-0.9793104,-0.29713374,0.103922874,0.98149717,-0.11141878,-0.28601533,-0.5461015,1.21739,-1.0574185
2022-11-15,145,0.022380045,1.9972177,-1.5958846,-0.29707146,-0.02093957,0.82264227,-0.111397505,-0.2860208,-0.54610366,1.2172705,-1.0165203
2022-11-16,145,0.008835163,1.2339355,-0.99162126,-0.29715002,-0.040038925,0.83456624,-0.111408204,-0.28601784,-0.5461029,1.2171537,-1.04443
2022-11-17,145,-0.0030870326,1.0986688,-0.89539105,-0.2972712,-0.05747203,0.8511568,-0.111552134,-0.2860849,-0.54610276,1.2166713,-1.1342324
2022-11-18,145,-0.0050728396,0.7786578,-0.63787836,-0.29728082,0.023417082,0.9087683,-0.111542135,-0.2860857,-0.5461045,1.216769,-1.1110413
2022-11-21,145,-0.01726685,1.1097416,-0.9203806,-0.2972188,0.11891949,0.993836,-0.111501396,-0.28607127,-0.5461038,1.2169628,-1.1477829
2022-11-22,145,0.061807156,1.4299293,-1.0909183,-0.29712892,-0.056745227,0.8140603,-0.11146149,-0.28605947,-0.54610115,1.2168151,-1.0725049
2022-11-23,145,-0.1311242,1.1151587,-1.0534656,-0.29725975,-0.07385029,0.80064154,-0.111581445,-0.28608462,-0.54607755,1.2165004,-1.0767957
2022-11-10,146,-0.28851897,-0.23051912,-0.13889156,-0.29766756,-0.35760784,-0.054116864,-0.11153695,-0.2860173,-0.5461036,1.2546393,-1.0746771
2022-11-11,146,-0.32135805,-0.18969601,-0.20913944,-0.2976686,-0.36756083,-0.05347545,-0.1115316,-0.28602135,-0.5461035,1.2545063,-1.1055399
2022-11-14,146,-0.2640094,-0.101531655,-0.21589708,-0.29760206,-0.31010923,0.004151728,-0.111510456,-0.28601533,-0.5461015,1.254824,-1.0574185
2022-11-15,146,-0.2826117,-0.15072572,-0.19699097,-0.2976782,-0.34869087,-0.048650023,-0.111535996,-0.2860208,-0.54610366,1.2547122,-1.0165203
2022-11-16,146,-0.27814162,-0.226174,-0.13069442,-0.29768914,-0.3593555,-0.047601055,-0.11153205,-0.28601784,-0.5461029,1.2546151,-1.04443
2022-11-17,146,-0.30188996,-0.20202775,-0.17722383,-0.2977171,-0.36057276,-0.039216068,-0.11164343,-0.2860849,-0.54610276,1.2540252,-1.1342324
2022-11-18,146,-0.31211293,-0.17194143,-0.21319616,-0.29771414,-0.33819452,-0.021894556,-0.11163247,-0.2860857,-0.5461045,1.2541554,-1.1110413
2022-11-21,146,-0.26217917,-0.0904063,-0.22293803,-0.29764277,-0.30392963,0.009661924,-0.111600116,-0.28607127,-0.5461038,1.2543372,-1.1477829
2022-11-22,146,-0.2789292,-0.19310898,-0.15848444,-0.29771507,-0.35811087,-0.05176946,-0.111606225,-0.28605947,-0.54610115,1.2542676,-1.0725049
2022-11-23,146,-0.28938648,-0.182402,-0.17904496,-0.29772162,-0.37032875,-0.057149153,-0.111652955,-0.28608462,-0.54607755,1.2538748,-1.0767957
2022-11-10,147,-0.34154963,-0.3451854,-0.10573587,-0.2882418,-0.41287255,-0.4443258,-0.11155413,-0.27583498,-0.20146301,1.1949338,-1.0746771
2022-11-11,147,-0.3630554,-0.3448456,-0.13031736,-0.28847772,-0.44177523,-0.44447184,-0.11156011,-0.28050947,-0.2014685,1.1949188,-1.1055399
2022-11-14,147,-0.276951,-0.34277812,-0.03469773,-0.2848529,-0.30367243,-0.44386464,-0.11154653,-0.2778656,-0.20146114,1.1950892,-1.0574185
2022-11-15,147,-0.395738,-0.344635,-0.1674158,-0.28872904,-0.4971034,-0.44408986,-0.11155948,-0.28303885,-0.20146766,1.1950078,-1.0165203
2022-11-16,147,-0.35838902,-0.34797513,-0.12249982,-0.2872783,-0.42956316,-0.44402856,-0.111554,-0.2815236,-0.20146403,1.1949648,-1.04443
2022-11-17,147,-0.33638537,-0.3467189,-0.09875339,-0.28918564,-0.41301012,-0.44454855,-0.11166939,-0.27430028,-0.20155293,1.1944056,-1.1342324
2022-11-18,147,-0.34414086,-0.34607175,-0.108041584,-0.28908965,-0.41953176,-0.44443414,-0.11166732,-0.27790818,-0.2015534,1.1945127,-1.1110413
2022-11-21,147,-0.2985788,-0.34219718,-0.05968521,-0.28709447,-0.3490555,-0.44437554,-0.11164263,-0.27802792,-0.2015345,1.1946734,-1.1477829
2022-11-22,147,-0.38856417,-0.3491272,-0.15572095,-0.28892934,-0.48893207,-0.44445938,-0.1116288,-0.28032577,-0.20151977,1.1945724,-1.0725049
2022-11-23,147,-0.33897755,-0.34994158,-0.09908497,-0.28741497,-0.40010986,-0.4440985,-0.11168271,-0.28062627,-0.20156078,1.1942835,-1.0767957
