date,id,apply_amt,redeem_amt,net_in_amt,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket,during_days,total_net_value,yield,is_trade,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank,year,month,day,next_trade_year,next_trade_month,next_trade_day,last_trade_year,last_trade_month,last_trade_day
2022-10-25,126,6.692437429,0.294113723,6.398323705,1677319.0,313173727,1529347795,398275.0,299887.0,60.0,4.37016,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,126,4.602422678,0.149038431,4.453384247,1316563.0,318585067,1530692431,234295.0,267091.0,60.0,4.371411,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,126,5.783832652,0.010761709,5.773070943,1906891.0,313731259,1567915891,627847.0,595051.0,60.0,4.372245,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,126,5.874737546,0.298659518,5.576078027,1283767.0,289232647,1434796927,299887.0,496663.0,60.0,4.37433,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,126,9.780922542,1.879775482,7.901147059,2267647.0,519263791,1758427855,627847.0,562255.0,60.0,4.376832,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,126,10.86247109,0.928517945,9.93395315,3087547.0,413693467,1654792495,627847.0,234295.0,60.0,4.375998,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,126,8.618081781,0.060537736,8.557544045,2070871.0,421367731,1869311131,332683.0,299887.0,60.0,4.375998,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,126,6.330445532,0.027855646,6.302589886,1349359.0,360170395,1690146583,299887.0,562255.0,60.0,4.376415,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,126,6.059830769,1.005511528,5.054319241,1382155.0,324881899,1696574599,332683.0,431071.0,60.0,4.375581,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,126,5.168674624,4.314175911,0.854498713,1775707.0,547304371,2028830875,398275.0,1185379.0,60.0,4.375998,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,126,4.554425451,0.770614341,3.78381111,1513339.0,327866335,1605073759,398275.0,201499.0,60.0,4.375998,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,126,4.830489149,0.128939071,4.701550078,791827.0,311468335,1421842507,168703.0,168703.0,60.0,4.375581,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,128,9.777849923,0.0,9.777849923,835515619.0,336098131,260470555,562255.0,479875795.0,365.0,4.328877,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,128,9.60455306,0.0,9.60455306,762806887.0,315010303,267292123,562255.0,479842999.0,365.0,4.328043,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,128,9.412361818,0.0,9.412361818,1208996467.0,570622327,284542819,1054195.0,694197655.0,365.0,4.325958,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,128,9.351033895,0.0,9.351033895,1005530083.0,447440551,297267667,1021399.0,688097599.0,365.0,4.323873,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,128,9.42876905,0.0,9.42876905,1104705187.0,421170955,312648991,791827.0,760740739.0,365.0,4.321371,0.02005,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,128,9.651598376,0.0,9.651598376,1005530083.0,398804083,264438871,857419.0,730666807.0,365.0,4.32012,0.0201,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,128,6.154106173,0.0,6.154106173,868737967.0,364794631,243679003,824623.0,624014215.0,365.0,4.32012,0.0199,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-10,128,15.01941429,0.0,15.01941429,2253253903.0,1302760231,399623983,1906891.0,1645183267.0,365.0,4.325124,0.01975,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,128,9.419771189,0.0,9.419771189,1078468387.0,473185411,276278227,923011.0,1057806907.0,365.0,4.326375,0.0199,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,128,12.12376983,0.0,12.12376983,1030422247.0,467642887,277262107,857419.0,1244448943.0,365.0,4.327209,0.01995,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,128,9.803287325,0.0,9.803287325,1087913635.0,485123155,316125367,726235.0,886251031.0,365.0,4.327626,0.019975,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,128,10.31141508,0.0,10.31141508,1053772999.0,363745159,337016419,562255.0,718958635.0,365.0,4.329711,0.02,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-17,128,15.28087739,0.0,15.28087739,1868294455.0,750278815,446194303,1742911.0,1030553431.0,365.0,4.331379,0.02,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,128,13.81039383,0.0,13.81039383,1156457275.0,408019759,348429427,923011.0,817412227.0,365.0,4.331379,0.02005,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,128,13.76493401,0.0,13.76493401,1130154883.0,398935267,323832427,726235.0,796389991.0,365.0,4.332213,0.02,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,128,6.487334292,0.0,6.487334292,995592895.0,417825763,291856327,660643.0,557733499.0,365.0,4.332213,0.0201,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,128,7.305421098,0.0,7.305421098,983327191.0,417858559,296939707,627847.0,515295475.0,365.0,4.33263,0.0203,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-24,128,13.87812553,0.0,13.87812553,1455655183.0,703085371,347478343,1152583.0,1206667951.0,365.0,4.331796,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,128,2.013703824,0.0,2.013703824,1068629587.0,404051443,312452215,529459.0,326751271.0,365.0,4.330962,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,128,2.123434825,0.0,2.123434825,1038260491.0,379192075,312976951,562255.0,438913591.0,365.0,4.331379,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,128,3.698127832,0.0,3.698127832,1073483395.0,328784623,322422199,398275.0,518115931.0,365.0,4.331796,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,128,2.736711967,0.0,2.736711967,914980327.0,292020307,285592291,463867.0,467741275.0,365.0,4.331796,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,128,11.2023117,0.0,11.2023117,1483433395.0,789470035,331539487,1185379.0,1091816359.0,365.0,4.33263,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,128,6.810633017,0.0,6.810633017,1020747427.0,425598415,303105355,791827.0,560062015.0,365.0,4.333047,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,128,5.902827375,0.0,5.902827375,1306171015.0,462854671,381422203,693439.0,583773523.0,365.0,4.334298,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,128,8.292870392,0.0,8.292870392,1225820815.0,380143159,348265447,726235.0,571639003.0,365.0,4.334298,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,128,8.680983953,0.0,8.680983953,1110182119.0,380143159,362826871,627847.0,423237103.0,365.0,4.333881,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,128,15.29698068,0.0,15.29698068,1966748047.0,737357191,443341051,1054195.0,173725135.0,365.0,4.333881,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,128,2.925843354,0.0,2.925843354,1069580671.0,330030871,339968059,463867.0,59759035.0,365.0,4.332213,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,128,2.162340302,0.0,2.162340302,1033078723.0,353971951,284116471,693439.0,43328239.0,365.0,4.330962,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,129,0.292420969,0.090577632,0.201843337,708923059.0,50412175,103607287,37519.0,314288791.0,30.0,4.262991,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,129,0.088188147,0.407453073,-0.319264927,603549511.0,34145359,92030299,0.0,268899127.0,30.0,4.263408,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,129,0.180526652,0.667623738,-0.487097086,1388652955.0,145422187,121645087,103111.0,709513387.0,30.0,4.263408,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,129,0.09417825,0.100440504,-0.006262254,674815219.0,46804615,112593391,0.0,307172059.0,30.0,4.262991,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,129,0.101779883,0.942025399,-0.840245516,702757411.0,93932467,124104787,0.0,306614527.0,30.0,4.262991,0.02005,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,129,0.112895785,0.120327915,-0.00743213,643298263.0,35949139,106493335,0.0,269194291.0,30.0,4.262991,0.0201,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,129,0.18438675,0.381700806,-0.197314056,627556183.0,37556143,98655091,0.0,238759603.0,30.0,4.263408,0.0199,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-10,129,0.355624961,4.919870093,-4.564245132,2917635271.0,355283791,166542811,168703.0,1784435083.0,30.0,4.266744,0.01975,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,129,1.318548271,0.005582737,1.312965534,674651239.0,139059763,107936359,0.0,480695695.0,30.0,4.266744,0.0199,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,129,1.310640197,0.094043934,1.216596263,684424447.0,64088107,110396059,168703.0,575246563.0,30.0,4.266327,0.01995,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,129,0.284993002,1.143463388,-0.858470386,691016443.0,48214843,124563931,37519.0,407560615.0,30.0,4.266744,0.019975,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,129,0.711600258,0.47611762,0.235482638,681669583.0,66974155,131647867,0.0,324160387.0,30.0,4.266744,0.02,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-17,129,0.605737547,1.865164579,-1.259427032,1436633503.0,116332135,158048647,37519.0,759789655.0,30.0,4.267578,0.02,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,129,0.434681636,0.131064044,0.303617592,710300491.0,32341579,125023075,37519.0,342067003.0,30.0,4.267578,0.02005,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,129,0.548170254,0.601193723,-0.053023469,715383871.0,39687883,115217071,70315.0,330162055.0,30.0,4.267995,0.02,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,129,0.494630935,0.216574809,0.278056126,685211551.0,28635631,110363263,103111.0,265291567.0,30.0,4.267995,0.0201,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,129,0.095997293,0.52335997,-0.427362677,652513939.0,37916899,108756259,0.0,234200959.0,30.0,4.267995,0.0203,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-24,129,0.361235961,0.428080521,-0.066844561,1222082071.0,69499447,121776271,37519.0,467774071.0,30.0,4.268412,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,129,0.220935512,0.072046152,0.148889361,643560631.0,90587275,114331579,70315.0,235250431.0,30.0,4.267995,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,129,0.554324695,0.137607815,0.41671688,680128171.0,70876879,116824075,37519.0,207931363.0,30.0,4.268412,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,129,0.572126478,0.075675509,0.496450968,710726839.0,82027519,120464431,0.0,187302679.0,30.0,4.268412,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,129,0.387552362,0.095713161,0.2918392,669764635.0,59988607,108559483,70315.0,170904679.0,30.0,4.268829,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,129,0.610810327,0.358666314,0.252144013,1354610707.0,124531135,120398839,103111.0,418317703.0,30.0,4.269663,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,129,0.421895972,0.142250076,0.279645895,668813551.0,46771819,109838527,37519.0,211079779.0,30.0,4.269663,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,129,0.661753244,0.012205033,0.64954821,724993099.0,112658983,133090891,37519.0,220525027.0,30.0,4.269663,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,129,0.352324468,0.03158499,0.320739479,695771863.0,45820735,119447755,37519.0,189663991.0,30.0,4.269663,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,129,0.570571014,0.049771972,0.520799041,687048127.0,38048083,120136471,70315.0,123284887.0,30.0,4.269246,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,129,0.5415077,0.071773643,0.469734058,1476382255.0,78616735,145914127,135907.0,22010839.0,30.0,4.27008,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,129,0.315520573,0.206046939,0.109473634,681177643.0,35293219,107805175,0.0,12303223.0,30.0,4.269663,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,129,0.756830998,0.349374111,0.407456886,669141511.0,36211507,96097003,0.0,11745691.0,30.0,4.269246,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,13,0.039479306,0.240277881,-0.200798575,103111.0,15025291,310615639,103111.0,0.0,0.0,5.605731,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,13,0.135258434,0.236039568,-0.100781135,70315.0,12827959,258109243,234295.0,0.0,0.0,5.601144,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,13,0.041857349,0.543816757,-0.501959408,135907.0,26864647,332588959,1218175.0,0.0,0.0,5.592804,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,13,0.061990705,0.172037426,-0.110046721,37519.0,18108115,334556719,365479.0,0.0,0.0,5.599059,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
2022-09-28,13,0.064318292,0.155422868,-0.091104576,135907.0,19059199,368008639,332683.0,0.0,0.0,5.584047,0.02005,1,0,0,0,0,7765,2022,9,28,2022,9,29,2022,9,27
2022-09-29,13,0.042256099,0.158868866,-0.116612768,135907.0,17714563,309861331,365479.0,0.0,0.0,5.580294,0.0201,1,0,0,0,0,7766,2022,9,29,2022,9,30,2022,9,28
2022-09-30,13,0.027736204,0.122355765,-0.094619561,135907.0,12204835,263618971,70315.0,0.0,0.0,5.575707,0.0199,1,1,1,1,0,7767,2022,9,30,2022,10,10,2022,9,29
2022-10-10,13,0.084129564,0.736299862,-0.652170298,332683.0,57791275,440389411,168703.0,0.0,0.0,5.56695,0.01975,1,0,0,0,0,7768,2022,10,10,2022,10,11,2022,9,30
2022-10-11,13,0.037480935,0.191201212,-0.153720278,201499.0,21059755,322323811,0.0,0.0,0.0,5.573205,0.0199,1,0,0,0,0,7769,2022,10,11,2022,10,12,2022,10,10
2022-10-12,13,0.019107162,0.2622937,-0.243186538,201499.0,20305447,316322143,0.0,0.0,0.0,5.588217,0.01995,1,0,0,0,0,7770,2022,10,12,2022,10,13,2022,10,11
2022-10-13,13,0.017382297,0.160039072,-0.142656775,70315.0,20994163,368434987,0.0,0.0,0.0,5.592804,0.019975,1,0,0,0,0,7771,2022,10,13,2022,10,14,2022,10,12
2022-10-14,13,0.05521256,0.173284373,-0.118071813,365479.0,18140911,416481127,37519.0,0.0,0.0,5.614488,0.02,1,1,0,0,0,7772,2022,10,14,2022,10,17,2022,10,13
2022-10-17,13,0.059006763,0.266564848,-0.207558084,332683.0,38638411,490042555,267091.0,0.0,0.0,5.614905,0.02,1,0,0,0,0,7773,2022,10,17,2022,10,18,2022,10,14
2022-10-18,13,0.039064345,0.219611092,-0.180546748,496663.0,19682323,386931931,299887.0,0.0,0.0,5.614071,0.02005,1,0,0,0,0,7774,2022,10,18,2022,10,19,2022,10,17
2022-10-19,13,0.035189209,0.210461192,-0.175271983,168703.0,18567259,335409415,103111.0,0.0,0.0,5.60448,0.02,1,0,0,0,0,7775,2022,10,19,2022,10,20,2022,10,18
2022-10-20,13,0.015866834,0.21290273,-0.197035896,201499.0,15451639,307926367,234295.0,0.0,0.0,5.60031,0.0201,1,0,0,0,0,7776,2022,10,20,2022,10,21,2022,10,19
2022-10-21,13,0.015055826,0.220111823,-0.205055997,135907.0,13680655,301891903,267091.0,0.0,0.0,5.599893,0.0203,1,1,0,0,0,7777,2022,10,21,2022,10,24,2022,10,20
2022-10-24,13,0.094967167,0.245327808,-0.150360641,234295.0,21584491,334786291,201499.0,0.0,0.0,5.580294,0.020375,1,0,0,0,0,7778,2022,10,24,2022,10,25,2022,10,21
2022-10-25,13,0.02212723,0.267470967,-0.245343737,234295.0,15484435,331244323,37519.0,0.0,0.0,5.564448,0.0205,1,0,0,0,0,7779,2022,10,25,2022,10,26,2022,10,24
2022-10-26,13,0.031396698,0.118738227,-0.087341529,234295.0,15910783,327472783,37519.0,0.0,0.0,5.573205,0.0203,1,0,0,0,0,7780,2022,10,26,2022,10,27,2022,10,25
2022-10-27,13,0.036695589,0.098538064,-0.061842475,299887.0,14795719,347970283,0.0,0.0,0.0,5.574456,0.0202,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,13,0.068507126,0.142283603,-0.073776477,135907.0,12729571,292512247,70315.0,0.0,0.0,5.556525,0.0201,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,13,0.064978221,0.414631878,-0.349653657,70315.0,24437743,329407747,0.0,0.0,0.0,5.546517,0.0202,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,13,0.016363881,0.213174412,-0.196810531,103111.0,15320455,325472227,0.0,0.0,0.0,5.563197,0.0204,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,13,0.012437841,0.212849523,-0.200411683,201499.0,21223735,410184295,0.0,0.0,0.0,5.579877,0.02045,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,13,0.039057924,0.12509723,-0.086039306,135907.0,19518343,345084235,0.0,0.0,0.0,5.576958,0.02055,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,13,0.011156469,0.306393625,-0.295237156,168703.0,16861867,388866895,37519.0,0.0,0.0,5.60448,0.02085,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,13,0.042785392,0.499199079,-0.456413687,267091.0,34309339,452425543,37519.0,0.0,0.0,5.599476,0.02105,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,13,0.057595995,0.124505116,-0.066909121,201499.0,16140355,333507247,135907.0,0.0,0.0,5.591136,0.02155,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,13,0.01450866,0.062269485,-0.047760824,234295.0,12860755,256502239,103111.0,0.0,0.0,5.589468,0.0216,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-09-22,130,23.37977634,7.71706519,15.66271115,2202055.0,356366059,1514753575,660643.0,0.0,30.0,4.358067,0.01975,1,0,0,0,0,7761,2022,9,22,2022,9,23,2022,9,21
2022-09-23,130,20.92327885,7.695918441,13.22736041,1775707.0,334523923,1419317215,627847.0,0.0,30.0,4.358067,0.019825,1,1,0,0,0,7762,2022,9,23,2022,9,26,2022,9,22
2022-09-26,130,32.53340822,11.32877257,21.20463566,2759587.0,646676251,1762297783,726235.0,0.0,30.0,4.358484,0.0199,1,0,0,0,0,7763,2022,9,26,2022,9,27,2022,9,23
2022-09-27,130,22.75070627,1.319423549,21.43128272,2234851.0,434158171,1702576267,463867.0,0.0,30.0,4.35765,0.0201,1,0,0,0,0,7764,2022,9,27,2022,9,28,2022,9,26
