date,id,apply_amt,redeem_amt,net_in_amt,uv_fundown,uv_stableown,uv_fundopt,uv_fundmarket,uv_termmarket,during_days,is_trade,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank,year,month,day,next_trade_year,next_trade_month,next_trade_day,last_trade_year,last_trade_month,last_trade_day
2022-11-11,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,123,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,124,6.04236447,10.60040384,-4.558039369,1701625183.0,579542839,558520603,1808503.0,239153155.0,30.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,124,4.9539022,10.8974252,-5.943522995,1440667411.0,506702923,498274351,1185379.0,216458323.0,30.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,124,15.18908227,13.75420919,1.434873073,2338687483.0,1125268279,578099815,3153139.0,373026427.0,30.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,124,16.13738384,3.298529094,12.83885474,1617765811.0,657695707,531004759,2005279.0,286477783.0,30.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,124,14.5164375,1.03019955,13.48623795,1956154939.0,722926951,653005879,2169259.0,258338815.0,30.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,124,15.02628798,1.931161599,13.09512639,1829726359.0,664090927,597449455,2038075.0,306450547.0,30.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,124,6.71882255,3.357537638,3.361284912,1666894219.0,552781303,596957515,1874095.0,187597843.0,30.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,124,19.051169,7.915336009,11.13583299,3071645287.0,1321847503,791995327,3415507.0,115807399.0,30.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,124,17.51810289,4.598878715,12.91922418,1685095999.0,727813555,569212099,1644523.0,82814623.0,30.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,124,8.929073421,25.16004874,-16.23097532,1689425071.0,688491151,484696807,1611727.0,75435523.0,30.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,124,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,125,10.7530396,0.045815816,10.70722378,3630095575.0,705184315,1165836931,1611727.0,382438879.0,180.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,125,10.63185546,0.148421451,10.483434,3132613051.0,631065355,1026125971,1250971.0,337344379.0,180.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,125,13.89403808,0.149019557,13.74501852,5075841643.0,1271308867,1169838043,3153139.0,358399411.0,180.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,125,12.86535775,0.041851197,12.82350655,3444109459.0,823413895,1131565111,2169259.0,285198739.0,180.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,125,12.22955998,0.066447506,12.16311247,4435073395.0,963977551,1387734667,2202055.0,221508907.0,180.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,125,11.91513783,0.217083339,11.69805449,4255482499.0,907306063,1291314427,2759587.0,188712907.0,180.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,125,10.32913261,0.183793679,10.14533893,3970124503.0,794881375,1343427271,2300443.0,195436087.0,180.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,125,13.55710775,0.303625824,13.25348192,7179770635.0,1643117119,1670239411,4333795.0,35817955.0,180.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,125,9.996786809,0.283485571,9.713301238,4043653135.0,805080931,1259535103,2431627.0,40835743.0,180.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,125,8.323447745,0.400961688,7.922486057,3747046111.0,846403891,1099326643,2333239.0,31554475.0,180.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,126,5.783832652,0.010761709,5.773070943,1906891.0,313731259,1567915891,627847.0,595051.0,60.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,126,5.874737546,0.298659518,5.576078027,1283767.0,289232647,1434796927,299887.0,496663.0,60.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,126,9.780922542,1.879775482,7.901147059,2267647.0,519263791,1758427855,627847.0,562255.0,60.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,126,10.86247109,0.928517945,9.93395315,3087547.0,413693467,1654792495,627847.0,234295.0,60.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,126,8.618081781,0.060537736,8.557544045,2070871.0,421367731,1869311131,332683.0,299887.0,60.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,126,6.330445532,0.027855646,6.302589886,1349359.0,360170395,1690146583,299887.0,562255.0,60.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,126,6.059830769,1.005511528,5.054319241,1382155.0,324881899,1696574599,332683.0,431071.0,60.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,126,5.168674624,4.314175911,0.854498713,1775707.0,547304371,2028830875,398275.0,1185379.0,60.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,126,4.554425451,0.770614341,3.78381111,1513339.0,327866335,1605073759,398275.0,201499.0,60.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,126,4.830489149,0.128939071,4.701550078,791827.0,311468335,1421842507,168703.0,168703.0,60.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,126,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,128,3.698127832,0.0,3.698127832,1073483395.0,328784623,322422199,398275.0,518115931.0,365.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,128,2.736711967,0.0,2.736711967,914980327.0,292020307,285592291,463867.0,467741275.0,365.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,128,11.2023117,0.0,11.2023117,1483433395.0,789470035,331539487,1185379.0,1091816359.0,365.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,128,6.810633017,0.0,6.810633017,1020747427.0,425598415,303105355,791827.0,560062015.0,365.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,128,5.902827375,0.0,5.902827375,1306171015.0,462854671,381422203,693439.0,583773523.0,365.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,128,8.292870392,0.0,8.292870392,1225820815.0,380143159,348265447,726235.0,571639003.0,365.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,128,8.680983953,0.0,8.680983953,1110182119.0,380143159,362826871,627847.0,423237103.0,365.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,128,15.29698068,0.0,15.29698068,1966748047.0,737357191,443341051,1054195.0,173725135.0,365.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,128,2.925843354,0.0,2.925843354,1069580671.0,330030871,339968059,463867.0,59759035.0,365.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,128,2.162340302,0.0,2.162340302,1033078723.0,353971951,284116471,693439.0,43328239.0,365.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,128,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,129,0.572126478,0.075675509,0.496450968,710726839.0,82027519,120464431,0.0,187302679.0,30.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,129,0.387552362,0.095713161,0.2918392,669764635.0,59988607,108559483,70315.0,170904679.0,30.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,129,0.610810327,0.358666314,0.252144013,1354610707.0,124531135,120398839,103111.0,418317703.0,30.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,129,0.421895972,0.142250076,0.279645895,668813551.0,46771819,109838527,37519.0,211079779.0,30.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,129,0.661753244,0.012205033,0.64954821,724993099.0,112658983,133090891,37519.0,220525027.0,30.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,129,0.352324468,0.03158499,0.320739479,695771863.0,45820735,119447755,37519.0,189663991.0,30.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,129,0.570571014,0.049771972,0.520799041,687048127.0,38048083,120136471,70315.0,123284887.0,30.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,129,0.5415077,0.071773643,0.469734058,1476382255.0,78616735,145914127,135907.0,22010839.0,30.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,129,0.315520573,0.206046939,0.109473634,681177643.0,35293219,107805175,0.0,12303223.0,30.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,129,0.756830998,0.349374111,0.407456886,669141511.0,36211507,96097003,0.0,11745691.0,30.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,129,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,13,0.036695589,0.098538064,-0.061842475,299887.0,14795719,347970283,0.0,0.0,0.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,13,0.068507126,0.142283603,-0.073776477,135907.0,12729571,292512247,70315.0,0.0,0.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,13,0.064978221,0.414631878,-0.349653657,70315.0,24437743,329407747,0.0,0.0,0.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,13,0.016363881,0.213174412,-0.196810531,103111.0,15320455,325472227,0.0,0.0,0.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,13,0.012437841,0.212849523,-0.200411683,201499.0,21223735,410184295,0.0,0.0,0.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,13,0.039057924,0.12509723,-0.086039306,135907.0,19518343,345084235,0.0,0.0,0.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,13,0.011156469,0.306393625,-0.295237156,168703.0,16861867,388866895,37519.0,0.0,0.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,13,0.042785392,0.499199079,-0.456413687,267091.0,34309339,452425543,37519.0,0.0,0.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,13,0.057595995,0.124505116,-0.066909121,201499.0,16140355,333507247,135907.0,0.0,0.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,13,0.01450866,0.062269485,-0.047760824,234295.0,12860755,256502239,103111.0,0.0,0.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,130,10.9262562,11.34629276,-0.420036559,2070871.0,447243775,1988590183,168703.0,0.0,30.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,130,12.53769698,1.785311852,10.75238513,1972483.0,388637323,1800505123,299887.0,0.0,30.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,130,22.02282975,7.562316492,14.46051326,2005279.0,729617335,2085010423,135907.0,0.0,30.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,130,18.08056035,2.140381455,15.94017889,1578931.0,496372183,1951137151,332683.0,0.0,30.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,130,19.5302457,0.900930913,18.62931478,1808503.0,563997535,2278244455,1480543.0,0.0,30.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,130,20.03994101,0.967108933,19.07283208,1972483.0,584560627,2090520151,332683.0,27586159.0,30.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,130,14.7160031,1.595588276,13.12041482,1775707.0,523920823,2147454007,398275.0,26995831.0,30.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,130,23.24089553,6.523131221,16.71776431,3021955.0,988148203,2653791451,791827.0,11122567.0,30.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,130,17.29782093,1.689177887,15.60864304,1874095.0,574098703,2039194411,168703.0,9384379.0,30.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,130,23.77305715,16.33262662,7.440430526,1742911.0,763200439,1790305567,332683.0,24896887.0,30.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
2022-11-23,130,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7800,2022,11,23,2022,11,24,2022,11,22
2022-10-27,131,0.610086185,0.115816954,0.494269231,135907.0,23913007,202847983,0.0,0.0,30.0,1,0,0,0,0,7781,2022,10,27,2022,10,28,2022,10,26
2022-10-28,131,0.720354891,0.18643076,0.533924131,135907.0,21748471,192254875,70315.0,0.0,30.0,1,1,0,0,0,7782,2022,10,28,2022,10,31,2022,10,27
2022-10-31,131,0.677883208,0.234889135,0.442994073,168703.0,42016399,220328251,0.0,0.0,30.0,1,0,1,0,0,7783,2022,10,31,2022,11,1,2022,10,28
2022-11-01,131,0.249616979,0.215571574,0.034045405,70315.0,26175931,206619523,0.0,0.0,30.0,1,0,0,0,0,7784,2022,11,1,2022,11,2,2022,10,31
2022-11-02,131,0.749761984,0.016744956,0.733017028,168703.0,30013063,227772943,0.0,0.0,30.0,1,0,0,0,0,7785,2022,11,2,2022,11,3,2022,11,1
2022-11-03,131,0.584365626,0.073376835,0.51098879,70315.0,24076987,196190395,0.0,0.0,30.0,1,0,0,0,0,7786,2022,11,3,2022,11,4,2022,11,2
2022-11-04,131,0.5249325,0.08277189,0.44216061,70315.0,17616175,170281555,37519.0,0.0,30.0,1,1,0,0,0,7787,2022,11,4,2022,11,7,2022,11,3
2022-11-07,131,0.5721047,0.520153207,0.051951493,37519.0,31652863,230724583,0.0,0.0,30.0,1,0,0,0,0,7788,2022,11,7,2022,11,8,2022,11,4
2022-11-08,131,0.705777511,0.111839228,0.593938283,70315.0,22109227,191795731,0.0,0.0,30.0,1,0,0,0,0,7789,2022,11,8,2022,11,9,2022,11,7
2022-11-09,131,0.266575166,0.297111592,-0.030536425,168703.0,19879099,173659543,0.0,0.0,30.0,1,0,0,0,0,7790,2022,11,9,2022,11,10,2022,11,8
2022-11-10,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7791,2022,11,10,2022,11,11,2022,11,9
2022-11-11,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7792,2022,11,11,2022,11,14,2022,11,10
2022-11-14,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7793,2022,11,14,2022,11,15,2022,11,11
2022-11-15,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7794,2022,11,15,2022,11,16,2022,11,14
2022-11-16,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7795,2022,11,16,2022,11,17,2022,11,15
2022-11-17,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7796,2022,11,17,2022,11,18,2022,11,16
2022-11-18,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,1,0,0,0,7797,2022,11,18,2022,11,21,2022,11,17
2022-11-21,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7798,2022,11,21,2022,11,22,2022,11,18
2022-11-22,131,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,7799,2022,11,22,2022,11,23,2022,11,21
