date,is_trade,is_week_end,is_month_end,is_quarter_end,is_year_end,trade_day_rank,year,month,day,next_trade_year,next_trade_month,next_trade_day,last_trade_year,last_trade_month,last_trade_day
2021-10-06,0,0,0,0,0,0,2021,10,6,2021,10,8,2021,9,30
2021-10-07,0,0,0,0,0,0,2021,10,7,2021,10,8,2021,9,30
2021-10-08,1,1,0,0,0,7525,2021,10,8,2021,10,11,2021,9,30
2021-10-09,0,0,0,0,0,0,2021,10,9,2021,10,11,2021,10,8
2021-10-10,0,0,0,0,0,0,2021,10,10,2021,10,11,2021,10,8
2021-10-11,1,0,0,0,0,7526,2021,10,11,2021,10,12,2021,10,8
2021-10-12,1,0,0,0,0,7527,2021,10,12,2021,10,13,2021,10,11
2021-10-13,1,0,0,0,0,7528,2021,10,13,2021,10,14,2021,10,12
2021-10-14,1,0,0,0,0,7529,2021,10,14,2021,10,15,2021,10,13
2021-10-15,1,1,0,0,0,7530,2021,10,15,2021,10,18,2021,10,14
2021-10-16,0,0,0,0,0,0,2021,10,16,2021,10,18,2021,10,15
2021-10-17,0,0,0,0,0,0,2021,10,17,2021,10,18,2021,10,15
2021-10-18,1,0,0,0,0,7531,2021,10,18,2021,10,19,2021,10,15
2021-10-19,1,0,0,0,0,7532,2021,10,19,2021,10,20,2021,10,18
2021-10-20,1,0,0,0,0,7533,2021,10,20,2021,10,21,2021,10,19
2021-10-21,1,0,0,0,0,7534,2021,10,21,2021,10,22,2021,10,20
2021-10-22,1,1,0,0,0,7535,2021,10,22,2021,10,25,2021,10,21
2021-10-23,0,0,0,0,0,0,2021,10,23,2021,10,25,2021,10,22
2021-10-24,0,0,0,0,0,0,2021,10,24,2021,10,25,2021,10,22
2021-10-25,1,0,0,0,0,7536,2021,10,25,2021,10,26,2021,10,22
2021-10-26,1,0,0,0,0,7537,2021,10,26,2021,10,27,2021,10,25
2021-10-27,1,0,0,0,0,7538,2021,10,27,2021,10,28,2021,10,26
2021-10-28,1,0,0,0,0,7539,2021,10,28,2021,10,29,2021,10,27
2021-10-29,1,1,1,0,0,7540,2021,10,29,2021,11,1,2021,10,28
2021-10-30,0,0,0,0,0,0,2021,10,30,2021,11,1,2021,10,29
2021-10-31,0,0,0,0,0,0,2021,10,31,2021,11,1,2021,10,29
2021-11-01,1,0,0,0,0,7541,2021,11,1,2021,11,2,2021,10,29
2021-11-02,1,0,0,0,0,7542,2021,11,2,2021,11,3,2021,11,1
2021-11-03,1,0,0,0,0,7543,2021,11,3,2021,11,4,2021,11,2
2021-11-04,1,0,0,0,0,7544,2021,11,4,2021,11,5,2021,11,3
2021-11-05,1,1,0,0,0,7545,2021,11,5,2021,11,8,2021,11,4
2021-11-06,0,0,0,0,0,0,2021,11,6,2021,11,8,2021,11,5
2021-11-07,0,0,0,0,0,0,2021,11,7,2021,11,8,2021,11,5
2021-11-08,1,0,0,0,0,7546,2021,11,8,2021,11,9,2021,11,5
2021-11-09,1,0,0,0,0,7547,2021,11,9,2021,11,10,2021,11,8
2021-11-10,1,0,0,0,0,7548,2021,11,10,2021,11,11,2021,11,9
2021-11-11,1,0,0,0,0,7549,2021,11,11,2021,11,12,2021,11,10
2021-11-12,1,1,0,0,0,7550,2021,11,12,2021,11,15,2021,11,11
2021-11-13,0,0,0,0,0,0,2021,11,13,2021,11,15,2021,11,12
2021-11-14,0,0,0,0,0,0,2021,11,14,2021,11,15,2021,11,12
2021-11-15,1,0,0,0,0,7551,2021,11,15,2021,11,16,2021,11,12
2021-11-16,1,0,0,0,0,7552,2021,11,16,2021,11,17,2021,11,15
2021-11-17,1,0,0,0,0,7553,2021,11,17,2021,11,18,2021,11,16
2021-11-18,1,0,0,0,0,7554,2021,11,18,2021,11,19,2021,11,17
2021-11-19,1,1,0,0,0,7555,2021,11,19,2021,11,22,2021,11,18
2021-11-20,0,0,0,0,0,0,2021,11,20,2021,11,22,2021,11,19
2021-11-21,0,0,0,0,0,0,2021,11,21,2021,11,22,2021,11,19
2021-11-22,1,0,0,0,0,7556,2021,11,22,2021,11,23,2021,11,19
2021-11-23,1,0,0,0,0,7557,2021,11,23,2021,11,24,2021,11,22
2021-11-24,1,0,0,0,0,7558,2021,11,24,2021,11,25,2021,11,23
2021-11-25,1,0,0,0,0,7559,2021,11,25,2021,11,26,2021,11,24
2021-11-26,1,1,0,0,0,7560,2021,11,26,2021,11,29,2021,11,25
2021-11-27,0,0,0,0,0,0,2021,11,27,2021,11,29,2021,11,26
2021-11-28,0,0,0,0,0,0,2021,11,28,2021,11,29,2021,11,26
2021-11-29,1,0,0,0,0,7561,2021,11,29,2021,11,30,2021,11,26
2021-11-30,1,0,1,0,0,7562,2021,11,30,2021,12,1,2021,11,29
2021-12-01,1,0,0,0,0,7563,2021,12,1,2021,12,2,2021,11,30
2021-12-02,1,0,0,0,0,7564,2021,12,2,2021,12,3,2021,12,1
2021-12-03,1,1,0,0,0,7565,2021,12,3,2021,12,6,2021,12,2
2021-12-04,0,0,0,0,0,0,2021,12,4,2021,12,6,2021,12,3
2021-12-05,0,0,0,0,0,0,2021,12,5,2021,12,6,2021,12,3
2021-12-06,1,0,0,0,0,7566,2021,12,6,2021,12,7,2021,12,3
2021-12-07,1,0,0,0,0,7567,2021,12,7,2021,12,8,2021,12,6
2021-12-08,1,0,0,0,0,7568,2021,12,8,2021,12,9,2021,12,7
2021-12-09,1,0,0,0,0,7569,2021,12,9,2021,12,10,2021,12,8
2021-12-10,1,1,0,0,0,7570,2021,12,10,2021,12,13,2021,12,9
2021-12-11,0,0,0,0,0,0,2021,12,11,2021,12,13,2021,12,10
2021-12-12,0,0,0,0,0,0,2021,12,12,2021,12,13,2021,12,10
2021-12-13,1,0,0,0,0,7571,2021,12,13,2021,12,14,2021,12,10
2021-12-14,1,0,0,0,0,7572,2021,12,14,2021,12,15,2021,12,13
2021-12-15,1,0,0,0,0,7573,2021,12,15,2021,12,16,2021,12,14
2021-12-16,1,0,0,0,0,7574,2021,12,16,2021,12,17,2021,12,15
2021-12-17,1,1,0,0,0,7575,2021,12,17,2021,12,20,2021,12,16
2021-12-18,0,0,0,0,0,0,2021,12,18,2021,12,20,2021,12,17
2021-12-19,0,0,0,0,0,0,2021,12,19,2021,12,20,2021,12,17
2021-12-20,1,0,0,0,0,7576,2021,12,20,2021,12,21,2021,12,17
2021-12-21,1,0,0,0,0,7577,2021,12,21,2021,12,22,2021,12,20
2021-12-22,1,0,0,0,0,7578,2021,12,22,2021,12,23,2021,12,21
2021-12-23,1,0,0,0,0,7579,2021,12,23,2021,12,24,2021,12,22
2021-12-24,1,1,0,0,0,7580,2021,12,24,2021,12,27,2021,12,23
2021-12-25,0,0,0,0,0,0,2021,12,25,2021,12,27,2021,12,24
2021-12-26,0,0,0,0,0,0,2021,12,26,2021,12,27,2021,12,24
2021-12-27,1,0,0,0,0,7581,2021,12,27,2021,12,28,2021,12,24
2021-12-28,1,0,0,0,0,7582,2021,12,28,2021,12,29,2021,12,27
2021-12-29,1,0,0,0,0,7583,2021,12,29,2021,12,30,2021,12,28
2021-12-30,1,0,0,0,0,7584,2021,12,30,2021,12,31,2021,12,29
2021-12-31,1,1,1,1,1,7585,2021,12,31,2022,1,4,2021,12,30
2022-01-01,0,0,0,0,0,0,2022,1,1,2022,1,4,2021,12,31
2022-01-02,0,0,0,0,0,0,2022,1,2,2022,1,4,2021,12,31
2022-01-03,0,0,0,0,0,0,2022,1,3,2022,1,4,2021,12,31
2022-01-04,1,0,0,0,0,7586,2022,1,4,2022,1,5,2021,12,31
2022-01-05,1,0,0,0,0,7587,2022,1,5,2022,1,6,2022,1,4
2022-01-06,1,0,0,0,0,7588,2022,1,6,2022,1,7,2022,1,5
2022-01-07,1,1,0,0,0,7589,2022,1,7,2022,1,10,2022,1,6
2022-01-08,0,0,0,0,0,0,2022,1,8,2022,1,10,2022,1,7
2022-01-09,0,0,0,0,0,0,2022,1,9,2022,1,10,2022,1,7
2022-01-10,1,0,0,0,0,7590,2022,1,10,2022,1,11,2022,1,7
2022-01-11,1,0,0,0,0,7591,2022,1,11,2022,1,12,2022,1,10
2022-01-12,1,0,0,0,0,7592,2022,1,12,2022,1,13,2022,1,11
2022-01-13,1,0,0,0,0,7593,2022,1,13,2022,1,14,2022,1,12
2022-01-14,1,1,0,0,0,7594,2022,1,14,2022,1,17,2022,1,13
2022-01-15,0,0,0,0,0,0,2022,1,15,2022,1,17,2022,1,14
2022-01-16,0,0,0,0,0,0,2022,1,16,2022,1,17,2022,1,14
2022-01-17,1,0,0,0,0,7595,2022,1,17,2022,1,18,2022,1,14
2022-01-18,1,0,0,0,0,7596,2022,1,18,2022,1,19,2022,1,17
2022-01-19,1,0,0,0,0,7597,2022,1,19,2022,1,20,2022,1,18
2022-01-20,1,0,0,0,0,7598,2022,1,20,2022,1,21,2022,1,19
2022-01-21,1,1,0,0,0,7599,2022,1,21,2022,1,24,2022,1,20
2022-01-22,0,0,0,0,0,0,2022,1,22,2022,1,24,2022,1,21
2022-01-23,0,0,0,0,0,0,2022,1,23,2022,1,24,2022,1,21
2022-01-24,1,0,0,0,0,7600,2022,1,24,2022,1,25,2022,1,21
2022-01-25,1,0,0,0,0,7601,2022,1,25,2022,1,26,2022,1,24
2022-01-26,1,0,0,0,0,7602,2022,1,26,2022,1,27,2022,1,25
2022-01-27,1,0,0,0,0,7603,2022,1,27,2022,1,28,2022,1,26
2022-01-28,1,1,1,0,0,7604,2022,1,28,2022,2,7,2022,1,27
2022-01-29,0,0,0,0,0,0,2022,1,29,2022,2,7,2022,1,28
2022-01-30,0,0,0,0,0,0,2022,1,30,2022,2,7,2022,1,28
2022-01-31,0,0,0,0,0,0,2022,1,31,2022,2,7,2022,1,28
2022-02-01,0,0,0,0,0,0,2022,2,1,2022,2,7,2022,1,28
2022-02-02,0,0,0,0,0,0,2022,2,2,2022,2,7,2022,1,28
2022-02-03,0,0,0,0,0,0,2022,2,3,2022,2,7,2022,1,28
2022-02-04,0,0,0,0,0,0,2022,2,4,2022,2,7,2022,1,28
2022-02-05,0,0,0,0,0,0,2022,2,5,2022,2,7,2022,1,28
2022-02-06,0,0,0,0,0,0,2022,2,6,2022,2,7,2022,1,28
2022-02-07,1,0,0,0,0,7605,2022,2,7,2022,2,8,2022,1,28
2022-02-08,1,0,0,0,0,7606,2022,2,8,2022,2,9,2022,2,7
2022-02-09,1,0,0,0,0,7607,2022,2,9,2022,2,10,2022,2,8
2022-02-10,1,0,0,0,0,7608,2022,2,10,2022,2,11,2022,2,9
2022-02-11,1,1,0,0,0,7609,2022,2,11,2022,2,14,2022,2,10
2022-02-12,0,0,0,0,0,0,2022,2,12,2022,2,14,2022,2,11
2022-02-13,0,0,0,0,0,0,2022,2,13,2022,2,14,2022,2,11
2022-02-14,1,0,0,0,0,7610,2022,2,14,2022,2,15,2022,2,11
2022-02-15,1,0,0,0,0,7611,2022,2,15,2022,2,16,2022,2,14
2022-02-16,1,0,0,0,0,7612,2022,2,16,2022,2,17,2022,2,15
2022-02-17,1,0,0,0,0,7613,2022,2,17,2022,2,18,2022,2,16
2022-02-18,1,1,0,0,0,7614,2022,2,18,2022,2,21,2022,2,17
2022-02-19,0,0,0,0,0,0,2022,2,19,2022,2,21,2022,2,18
2022-02-20,0,0,0,0,0,0,2022,2,20,2022,2,21,2022,2,18
2022-02-21,1,0,0,0,0,7615,2022,2,21,2022,2,22,2022,2,18
2022-02-22,1,0,0,0,0,7616,2022,2,22,2022,2,23,2022,2,21
2022-02-23,1,0,0,0,0,7617,2022,2,23,2022,2,24,2022,2,22
2022-02-24,1,0,0,0,0,7618,2022,2,24,2022,2,25,2022,2,23
2022-02-25,1,1,0,0,0,7619,2022,2,25,2022,2,28,2022,2,24
2022-02-26,0,0,0,0,0,0,2022,2,26,2022,2,28,2022,2,25
2022-02-27,0,0,0,0,0,0,2022,2,27,2022,2,28,2022,2,25
2022-02-28,1,0,1,0,0,7620,2022,2,28,2022,3,1,2022,2,25
2022-03-01,1,0,0,0,0,7621,2022,3,1,2022,3,2,2022,2,28
2022-03-02,1,0,0,0,0,7622,2022,3,2,2022,3,3,2022,3,1
2022-03-03,1,0,0,0,0,7623,2022,3,3,2022,3,4,2022,3,2
2022-03-04,1,1,0,0,0,7624,2022,3,4,2022,3,7,2022,3,3
2022-03-05,0,0,0,0,0,0,2022,3,5,2022,3,7,2022,3,4
2022-03-06,0,0,0,0,0,0,2022,3,6,2022,3,7,2022,3,4
2022-03-07,1,0,0,0,0,7625,2022,3,7,2022,3,8,2022,3,4
2022-03-08,1,0,0,0,0,7626,2022,3,8,2022,3,9,2022,3,7
2022-03-09,1,0,0,0,0,7627,2022,3,9,2022,3,10,2022,3,8
2022-03-10,1,0,0,0,0,7628,2022,3,10,2022,3,11,2022,3,9
2022-03-11,1,1,0,0,0,7629,2022,3,11,2022,3,14,2022,3,10
2022-03-12,0,0,0,0,0,0,2022,3,12,2022,3,14,2022,3,11
2022-03-13,0,0,0,0,0,0,2022,3,13,2022,3,14,2022,3,11
2022-03-14,1,0,0,0,0,7630,2022,3,14,2022,3,15,2022,3,11
2022-03-15,1,0,0,0,0,7631,2022,3,15,2022,3,16,2022,3,14
2022-03-16,1,0,0,0,0,7632,2022,3,16,2022,3,17,2022,3,15
2022-03-17,1,0,0,0,0,7633,2022,3,17,2022,3,18,2022,3,16
2022-03-18,1,1,0,0,0,7634,2022,3,18,2022,3,21,2022,3,17
2022-03-19,0,0,0,0,0,0,2022,3,19,2022,3,21,2022,3,18
2022-03-20,0,0,0,0,0,0,2022,3,20,2022,3,21,2022,3,18
2022-03-21,1,0,0,0,0,7635,2022,3,21,2022,3,22,2022,3,18
2022-03-22,1,0,0,0,0,7636,2022,3,22,2022,3,23,2022,3,21
2022-03-23,1,0,0,0,0,7637,2022,3,23,2022,3,24,2022,3,22
2022-03-24,1,0,0,0,0,7638,2022,3,24,2022,3,25,2022,3,23
2022-03-25,1,1,0,0,0,7639,2022,3,25,2022,3,28,2022,3,24
2022-03-26,0,0,0,0,0,0,2022,3,26,2022,3,28,2022,3,25
2022-03-27,0,0,0,0,0,0,2022,3,27,2022,3,28,2022,3,25
2022-03-28,1,0,0,0,0,7640,2022,3,28,2022,3,29,2022,3,25
2022-03-29,1,0,0,0,0,7641,2022,3,29,2022,3,30,2022,3,28
2022-03-30,1,0,0,0,0,7642,2022,3,30,2022,3,31,2022,3,29
2022-03-31,1,0,1,1,0,7643,2022,3,31,2022,4,1,2022,3,30
2022-04-01,1,1,0,0,0,7644,2022,4,1,2022,4,6,2022,3,31
2022-04-02,0,0,0,0,0,0,2022,4,2,2022,4,6,2022,4,1
2022-04-03,0,0,0,0,0,0,2022,4,3,2022,4,6,2022,4,1
2022-04-04,0,0,0,0,0,0,2022,4,4,2022,4,6,2022,4,1
2022-04-05,0,0,0,0,0,0,2022,4,5,2022,4,6,2022,4,1
2022-04-06,1,0,0,0,0,7645,2022,4,6,2022,4,7,2022,4,1
2022-04-07,1,0,0,0,0,7646,2022,4,7,2022,4,8,2022,4,6
2022-04-08,1,1,0,0,0,7647,2022,4,8,2022,4,11,2022,4,7
2022-04-09,0,0,0,0,0,0,2022,4,9,2022,4,11,2022,4,8
2022-04-10,0,0,0,0,0,0,2022,4,10,2022,4,11,2022,4,8
2022-04-11,1,0,0,0,0,7648,2022,4,11,2022,4,12,2022,4,8
2022-04-12,1,0,0,0,0,7649,2022,4,12,2022,4,13,2022,4,11
2022-04-13,1,0,0,0,0,7650,2022,4,13,2022,4,14,2022,4,12
2022-04-14,1,0,0,0,0,7651,2022,4,14,2022,4,15,2022,4,13
2022-04-15,1,1,0,0,0,7652,2022,4,15,2022,4,18,2022,4,14
2022-04-16,0,0,0,0,0,0,2022,4,16,2022,4,18,2022,4,15
2022-04-17,0,0,0,0,0,0,2022,4,17,2022,4,18,2022,4,15
2022-04-18,1,0,0,0,0,7653,2022,4,18,2022,4,19,2022,4,15
2022-04-19,1,0,0,0,0,7654,2022,4,19,2022,4,20,2022,4,18
2022-04-20,1,0,0,0,0,7655,2022,4,20,2022,4,21,2022,4,19
2022-04-21,1,0,0,0,0,7656,2022,4,21,2022,4,22,2022,4,20
2022-04-22,1,1,0,0,0,7657,2022,4,22,2022,4,25,2022,4,21
2022-04-23,0,0,0,0,0,0,2022,4,23,2022,4,25,2022,4,22
2022-04-24,0,0,0,0,0,0,2022,4,24,2022,4,25,2022,4,22
2022-04-25,1,0,0,0,0,7658,2022,4,25,2022,4,26,2022,4,22
2022-04-26,1,0,0,0,0,7659,2022,4,26,2022,4,27,2022,4,25
2022-04-27,1,0,0,0,0,7660,2022,4,27,2022,4,28,2022,4,26
2022-04-28,1,0,0,0,0,7661,2022,4,28,2022,4,29,2022,4,27
2022-04-29,1,1,1,0,0,7662,2022,4,29,2022,5,5,2022,4,28
2022-04-30,0,0,0,0,0,0,2022,4,30,2022,5,5,2022,4,29
2022-05-01,0,0,0,0,0,0,2022,5,1,2022,5,5,2022,4,29
2022-05-02,0,0,0,0,0,0,2022,5,2,2022,5,5,2022,4,29
2022-05-03,0,0,0,0,0,0,2022,5,3,2022,5,5,2022,4,29
2022-05-04,0,0,0,0,0,0,2022,5,4,2022,5,5,2022,4,29
2022-05-05,1,0,0,0,0,7663,2022,5,5,2022,5,6,2022,4,29
2022-05-06,1,1,0,0,0,7664,2022,5,6,2022,5,9,2022,5,5
2022-05-07,0,0,0,0,0,0,2022,5,7,2022,5,9,2022,5,6
2022-05-08,0,0,0,0,0,0,2022,5,8,2022,5,9,2022,5,6
2022-05-09,1,0,0,0,0,7665,2022,5,9,2022,5,10,2022,5,6
2022-05-10,1,0,0,0,0,7666,2022,5,10,2022,5,11,2022,5,9
2022-05-11,1,0,0,0,0,7667,2022,5,11,2022,5,12,2022,5,10
2022-05-12,1,0,0,0,0,7668,2022,5,12,2022,5,13,2022,5,11
2022-05-13,1,1,0,0,0,7669,2022,5,13,2022,5,16,2022,5,12
2022-05-14,0,0,0,0,0,0,2022,5,14,2022,5,16,2022,5,13
2022-05-15,0,0,0,0,0,0,2022,5,15,2022,5,16,2022,5,13
2022-05-16,1,0,0,0,0,7670,2022,5,16,2022,5,17,2022,5,13
2022-05-17,1,0,0,0,0,7671,2022,5,17,2022,5,18,2022,5,16
2022-05-18,1,0,0,0,0,7672,2022,5,18,2022,5,19,2022,5,17
2022-05-19,1,0,0,0,0,7673,2022,5,19,2022,5,20,2022,5,18
2022-05-20,1,1,0,0,0,7674,2022,5,20,2022,5,23,2022,5,19
2022-05-21,0,0,0,0,0,0,2022,5,21,2022,5,23,2022,5,20
2022-05-22,0,0,0,0,0,0,2022,5,22,2022,5,23,2022,5,20
2022-05-23,1,0,0,0,0,7675,2022,5,23,2022,5,24,2022,5,20
2022-05-24,1,0,0,0,0,7676,2022,5,24,2022,5,25,2022,5,23
2022-05-25,1,0,0,0,0,7677,2022,5,25,2022,5,26,2022,5,24
2022-05-26,1,0,0,0,0,7678,2022,5,26,2022,5,27,2022,5,25
2022-05-27,1,1,0,0,0,7679,2022,5,27,2022,5,30,2022,5,26
2022-05-28,0,0,0,0,0,0,2022,5,28,2022,5,30,2022,5,27
2022-05-29,0,0,0,0,0,0,2022,5,29,2022,5,30,2022,5,27
2022-05-30,1,0,0,0,0,7680,2022,5,30,2022,5,31,2022,5,27
2022-05-31,1,0,1,0,0,7681,2022,5,31,2022,6,1,2022,5,30
2022-06-01,1,0,0,0,0,7682,2022,6,1,2022,6,2,2022,5,31
2022-06-02,1,1,0,0,0,7683,2022,6,2,2022,6,6,2022,6,1
2022-06-03,0,0,0,0,0,0,2022,6,3,2022,6,6,2022,6,2
2022-06-04,0,0,0,0,0,0,2022,6,4,2022,6,6,2022,6,2
2022-06-05,0,0,0,0,0,0,2022,6,5,2022,6,6,2022,6,2
2022-06-06,1,0,0,0,0,7684,2022,6,6,2022,6,7,2022,6,2
2022-06-07,1,0,0,0,0,7685,2022,6,7,2022,6,8,2022,6,6
2022-06-08,1,0,0,0,0,7686,2022,6,8,2022,6,9,2022,6,7
2022-06-09,1,0,0,0,0,7687,2022,6,9,2022,6,10,2022,6,8
2022-06-10,1,1,0,0,0,7688,2022,6,10,2022,6,13,2022,6,9
2022-06-11,0,0,0,0,0,0,2022,6,11,2022,6,13,2022,6,10
2022-06-12,0,0,0,0,0,0,2022,6,12,2022,6,13,2022,6,10
2022-06-13,1,0,0,0,0,7689,2022,6,13,2022,6,14,2022,6,10
2022-06-14,1,0,0,0,0,7690,2022,6,14,2022,6,15,2022,6,13
2022-06-15,1,0,0,0,0,7691,2022,6,15,2022,6,16,2022,6,14
2022-06-16,1,0,0,0,0,7692,2022,6,16,2022,6,17,2022,6,15
2022-06-17,1,1,0,0,0,7693,2022,6,17,2022,6,20,2022,6,16
2022-06-18,0,0,0,0,0,0,2022,6,18,2022,6,20,2022,6,17
2022-06-19,0,0,0,0,0,0,2022,6,19,2022,6,20,2022,6,17
2022-06-20,1,0,0,0,0,7694,2022,6,20,2022,6,21,2022,6,17
2022-06-21,1,0,0,0,0,7695,2022,6,21,2022,6,22,2022,6,20
2022-06-22,1,0,0,0,0,7696,2022,6,22,2022,6,23,2022,6,21
2022-06-23,1,0,0,0,0,7697,2022,6,23,2022,6,24,2022,6,22
2022-06-24,1,1,0,0,0,7698,2022,6,24,2022,6,27,2022,6,23
2022-06-25,0,0,0,0,0,0,2022,6,25,2022,6,27,2022,6,24
2022-06-26,0,0,0,0,0,0,2022,6,26,2022,6,27,2022,6,24
2022-06-27,1,0,0,0,0,7699,2022,6,27,2022,6,28,2022,6,24
2022-06-28,1,0,0,0,0,7700,2022,6,28,2022,6,29,2022,6,27
2022-06-29,1,0,0,0,0,7701,2022,6,29,2022,6,30,2022,6,28
2022-06-30,1,0,1,1,0,7702,2022,6,30,2022,7,1,2022,6,29
2022-07-01,1,1,0,0,0,7703,2022,7,1,2022,7,4,2022,6,30
2022-07-02,0,0,0,0,0,0,2022,7,2,2022,7,4,2022,7,1
2022-07-03,0,0,0,0,0,0,2022,7,3,2022,7,4,2022,7,1
2022-07-04,1,0,0,0,0,7704,2022,7,4,2022,7,5,2022,7,1
2022-07-05,1,0,0,0,0,7705,2022,7,5,2022,7,6,2022,7,4
2022-07-06,1,0,0,0,0,7706,2022,7,6,2022,7,7,2022,7,5
2022-07-07,1,0,0,0,0,7707,2022,7,7,2022,7,8,2022,7,6
2022-07-08,1,1,0,0,0,7708,2022,7,8,2022,7,11,2022,7,7
2022-07-09,0,0,0,0,0,0,2022,7,9,2022,7,11,2022,7,8
2022-07-10,0,0,0,0,0,0,2022,7,10,2022,7,11,2022,7,8
2022-07-11,1,0,0,0,0,7709,2022,7,11,2022,7,12,2022,7,8
2022-07-12,1,0,0,0,0,7710,2022,7,12,2022,7,13,2022,7,11
2022-07-13,1,0,0,0,0,7711,2022,7,13,2022,7,14,2022,7,12
2022-07-14,1,0,0,0,0,7712,2022,7,14,2022,7,15,2022,7,13
2022-07-15,1,1,0,0,0,7713,2022,7,15,2022,7,18,2022,7,14
2022-07-16,0,0,0,0,0,0,2022,7,16,2022,7,18,2022,7,15
2022-07-17,0,0,0,0,0,0,2022,7,17,2022,7,18,2022,7,15
2022-07-18,1,0,0,0,0,7714,2022,7,18,2022,7,19,2022,7,15
2022-07-19,1,0,0,0,0,7715,2022,7,19,2022,7,20,2022,7,18
2022-07-20,1,0,0,0,0,7716,2022,7,20,2022,7,21,2022,7,19
2022-07-21,1,0,0,0,0,7717,2022,7,21,2022,7,22,2022,7,20
2022-07-22,1,1,0,0,0,7718,2022,7,22,2022,7,25,2022,7,21
2022-07-23,0,0,0,0,0,0,2022,7,23,2022,7,25,2022,7,22
2022-07-24,0,0,0,0,0,0,2022,7,24,2022,7,25,2022,7,22
2022-07-25,1,0,0,0,0,7719,2022,7,25,2022,7,26,2022,7,22
2022-07-26,1,0,0,0,0,7720,2022,7,26,2022,7,27,2022,7,25
2022-07-27,1,0,0,0,0,7721,2022,7,27,2022,7,28,2022,7,26
2022-07-28,1,0,0,0,0,7722,2022,7,28,2022,7,29,2022,7,27
2022-07-29,1,1,1,0,0,7723,2022,7,29,2022,8,1,2022,7,28
2022-07-30,0,0,0,0,0,0,2022,7,30,2022,8,1,2022,7,29
2022-07-31,0,0,0,0,0,0,2022,7,31,2022,8,1,2022,7,29
2022-08-01,1,0,0,0,0,7724,2022,8,1,2022,8,2,2022,7,29
2022-08-02,1,0,0,0,0,7725,2022,8,2,2022,8,3,2022,8,1
2022-08-03,1,0,0,0,0,7726,2022,8,3,2022,8,4,2022,8,2
2022-08-04,1,0,0,0,0,7727,2022,8,4,2022,8,5,2022,8,3
2022-08-05,1,1,0,0,0,7728,2022,8,5,2022,8,8,2022,8,4
2022-08-06,0,0,0,0,0,0,2022,8,6,2022,8,8,2022,8,5
2022-08-07,0,0,0,0,0,0,2022,8,7,2022,8,8,2022,8,5
2022-08-08,1,0,0,0,0,7729,2022,8,8,2022,8,9,2022,8,5
2022-08-09,1,0,0,0,0,7730,2022,8,9,2022,8,10,2022,8,8
2022-08-10,1,0,0,0,0,7731,2022,8,10,2022,8,11,2022,8,9
2022-08-11,1,0,0,0,0,7732,2022,8,11,2022,8,12,2022,8,10
2022-08-12,1,1,0,0,0,7733,2022,8,12,2022,8,15,2022,8,11
2022-08-13,0,0,0,0,0,0,2022,8,13,2022,8,15,2022,8,12
2022-08-14,0,0,0,0,0,0,2022,8,14,2022,8,15,2022,8,12
2022-08-15,1,0,0,0,0,7734,2022,8,15,2022,8,16,2022,8,12
2022-08-16,1,0,0,0,0,7735,2022,8,16,2022,8,17,2022,8,15
2022-08-17,1,0,0,0,0,7736,2022,8,17,2022,8,18,2022,8,16
2022-08-18,1,0,0,0,0,7737,2022,8,18,2022,8,19,2022,8,17
2022-08-19,1,1,0,0,0,7738,2022,8,19,2022,8,22,2022,8,18
2022-08-20,0,0,0,0,0,0,2022,8,20,2022,8,22,2022,8,19
2022-08-21,0,0,0,0,0,0,2022,8,21,2022,8,22,2022,8,19
2022-08-22,1,0,0,0,0,7739,2022,8,22,2022,8,23,2022,8,19
2022-08-23,1,0,0,0,0,7740,2022,8,23,2022,8,24,2022,8,22
2022-08-24,1,0,0,0,0,7741,2022,8,24,2022,8,25,2022,8,23
2022-08-25,1,0,0,0,0,7742,2022,8,25,2022,8,26,2022,8,24
2022-08-26,1,1,0,0,0,7743,2022,8,26,2022,8,29,2022,8,25
2022-08-27,0,0,0,0,0,0,2022,8,27,2022,8,29,2022,8,26
2022-08-28,0,0,0,0,0,0,2022,8,28,2022,8,29,2022,8,26
2022-08-29,1,0,0,0,0,7744,2022,8,29,2022,8,30,2022,8,26
2022-08-30,1,0,0,0,0,7745,2022,8,30,2022,8,31,2022,8,29
2022-08-31,1,0,1,0,0,7746,2022,8,31,2022,9,1,2022,8,30
2022-09-01,1,0,0,0,0,7747,2022,9,1,2022,9,2,2022,8,31
2022-09-02,1,1,0,0,0,7748,2022,9,2,2022,9,5,2022,9,1
2022-09-03,0,0,0,0,0,0,2022,9,3,2022,9,5,2022,9,2
2022-09-04,0,0,0,0,0,0,2022,9,4,2022,9,5,2022,9,2
2022-09-05,1,0,0,0,0,7749,2022,9,5,2022,9,6,2022,9,2
2022-09-06,1,0,0,0,0,7750,2022,9,6,2022,9,7,2022,9,5
2022-09-07,1,0,0,0,0,7751,2022,9,7,2022,9,8,2022,9,6
2022-09-08,1,0,0,0,0,7752,2022,9,8,2022,9,9,2022,9,7
2022-09-09,1,1,0,0,0,7753,2022,9,9,2022,9,13,2022,9,8
2022-09-10,0,0,0,0,0,0,2022,9,10,2022,9,13,2022,9,9
2022-09-11,0,0,0,0,0,0,2022,9,11,2022,9,13,2022,9,9
2022-09-12,0,0,0,0,0,0,2022,9,12,2022,9,13,2022,9,9
